3 0.763440860215 6
6 0.78904109589 9
8 0.970238095238 11
11 0.913043478261 8
12 0.777173913043 49
12 0.83008356546 45
12 0.864788732394 41
12 0.879551820728 10
12 0.905444126074 48
12 0.927325581395 33
13 0.564792176039 47
13 0.64175257732 42
13 0.742021276596 46
13 0.767379679144 44
13 0.792349726776 37
13 0.814404432133 40
14 0.482269503546 43
14 0.6726342711 38
14 0.905172413793 31
14 0.93023255814 36
15 0.388888888889 29
15 0.718832891247 26
16 0.580882352941 32
16 0.641943734015 34
16 0.677835051546 1
16 0.688311688312 4
16 0.844011142061 7
17 0.289205702648 39
17 0.524038461538 3
17 0.70942408377 35
18 0.627551020408 5
18 0.69109947644 2
19 0.427293064877 27
21 0.268686868687 30
21 0.303092783505 28
23 0.114922813036 25
23 0.155515370705 20
23 0.213438735178 0
25 0.116438356164 21
25 0.19776119403 23
25 0.245098039216 22
27 0.112456747405 19
27 0.163963963964 18
29 0.13298791019 16
29 0.302040816327 24
29 0.396145610278 13
30 0.0552845528455 15
30 0.109243697479 17
33 0.692708333333 14
42 0.755434782609 12
