0   0.3   0.0196924608202   130.662292672   130.662292672
1   149.962292672   0.00432514536257   136.659615654   130.662292672
2   286.621908326   -0.00347141430205   130.062747941   136.659615654
3   416.684656267   -0.00221943835922   131.122076675   130.062747941
4   547.806732942   0.00183373361989   134.551568721   131.122076675
5   682.358301663   -0.00392371388565   129.680045743   134.551568721
6   812.038347407   0.000119857567713   133.101414541   129.680045743
7   945.139761947   -0.00441097807084   129.267759105   133.101414541
8   1074.40752105   0.00475836360579   137.026172644   129.267759105
9   1211.4336937   0.00194280988121   134.643860924   137.026172644
10   1346.07755462   0.000568484537848   133.481009247   134.643860924
11   1479.55856387   -0.00490736952124   128.847749656   133.481009247
12   1608.40631352   0.00471462273438   136.989162378   128.847749656
13   1745.3954759   0.00142183864606   134.203053893   136.989162378
14   1879.5985298   0.00306268033547   135.591411839   134.203053893
15   2015.18994163   -0.000550867335192   132.533897117   135.591411839
16   2147.72383875   0.00211686594781   134.791134196   132.533897117
17   2282.51497295   -0.000628326390342   132.468357037   134.791134196
18   2414.98332998   -0.00312055282815   130.359620771   132.468357037
19   2545.34295076   0.00379934611173   136.214723515   130.359620771
20   2681.55767427   0.00121895610732   134.03138981   136.214723515
21   2815.58906408   0.0037969824408   136.212723553   134.03138981
22   2951.80178763   0.00154333896911   134.305858411   136.212723553
23   3086.10764604   0.0024948757583   135.110977924   134.305858411
24   3221.21862397   -0.00219532649101   131.14247834   135.110977924
25   3352.36110231   -0.00489170956859   128.860999941   131.14247834
26   3481.22210225   0.00445438687517   136.768970189   128.860999941
27   3617.99107244   0.00237446967172   135.009099268   136.768970189
28   3753.00017171   -0.00167169681069   131.58553475   135.009099268
29   3884.58570646   -0.000115044063154   132.902658288   131.58553475
30   4017.48836474   -0.00409039231838   129.539014876   132.902658288
31   4147.02737962   0.00473616493029   137.007389779   129.539014876
32   4284.0347694   0.00250471956365   135.119307019   137.007389779
33   4419.15407642   -0.00227971419237   131.071075757   135.119307019
34   4550.22515218   0.00169525960764   134.434402333   131.071075757
35   4684.65955451   -0.00417326350678   129.468895453   134.434402333
36   4814.12844996   0.00155676910642   134.317221992   129.468895453
37   4948.44567195   -0.00443281671534   129.249280872   134.317221992
38   5077.69495283   0.00294679020158   135.493354245   129.249280872
39   5213.18830707   -0.00125166251744   131.940936464   135.493354245
40   5345.12924353   -0.00148912087136   131.740016902   131.940936464
41   5476.86926044   -0.0024502637102   130.926769466   131.740016902
42   5607.7960299   -0.00509366949505   128.690116503   130.926769466
43   5736.48614641   0.00471552990599   136.989929959   128.690116503
44   5873.47607637   0.00155608137284   134.316640083   136.989929959
45   6007.79271645   0.00247850751044   135.097128333   134.316640083
46   6142.88984478   -0.00223984624699   131.104809041   135.097128333
47   6273.99465382   -0.00495439213263   128.807962627   131.104809041
48   6402.80261645   0.00459311814451   136.88635425   128.807962627
49   6539.6889707   0.00245617904557   135.07823565   136.88635425
50   6674.76720635   -0.00205946662741   131.257432831   135.07823565
51   6806.02463918   0.00106081225621   133.897580269   131.257432831
52   6939.92221945   -0.00487432794473   128.875706976   133.897580269
53   7068.79792643   0.00462197782946   136.910773164   128.875706976
54   7205.70869959   0.00246690064753   135.08730747   136.910773164
55   7340.79600706   -0.00210873100753   131.215748985   135.08730747
56   7472.01175604   0.00120556592457   134.020060035   131.215748985
57   7606.03181608   -0.00478067850524   128.954946152   134.020060035
58   7734.98676223   0.00437502708002   136.701821845   128.954946152
59   7871.68858408   0.00228510508149   134.933485612   136.701821845
60   8006.62206969   -0.00122951850198   131.959673079   134.933485612
61   8138.58174277   -0.0014656659274   131.759862728   131.959673079
62   8270.3416055   -0.000564785559009   132.522120553   131.759862728
63   8402.86372605   -0.00313608800011   130.346476066   132.522120553
64   8533.21020211   0.00382367852562   136.235311791   130.346476066
65   8669.44551391   0.00127971965309   134.082803393   136.235311791
66   8803.5283173   0.00358312125368   136.031770156   134.082803393
67   8939.56008745   0.000962702279792   133.814566919   136.031770156
68   9073.37465437   0.00451995351379   136.824447792   133.814566919
69   9210.19910217   0.00311880394944   135.638899458   136.824447792
70   9345.83800162   -0.00443013964544   129.251546009   135.638899458
71   9475.08954763   0.00475285269829   137.021509724   129.251546009
72   9612.11105736   0.00221357838636   134.872965053   137.021509724
73   9746.98402241   -0.000843822882561   132.286019967   134.872965053
74   9879.27004238   -0.00256725619523   130.827779145   132.286019967
75   10010.0978215   0.00263041989469   135.22566527   130.827779145
76   10145.3234868   -0.00203455107562   131.278514514   135.22566527
77   10276.6020013   -0.0045790778423   129.125525607   131.278514514
78   10405.7275269   0.00333706226141   135.823573375   129.125525607
79   10541.5511003   -0.000147551170791   132.875153196   135.823573375
80   10674.4262535   0.00378261155099   136.200563977   132.875153196
81   10810.6268175   -0.00438467551261   129.29001437   136.200563977
82   10939.9168318   0.00291066638843   135.462788967   129.29001437
83   11075.3796208   -0.00135148507481   131.856474056   135.462788967
84   11207.2360949   -0.00198633531954   131.319311094   131.856474056
85   11338.5554059   -0.00434980635895   129.319518049   131.319311094
86   11467.874924   0.00220983279241   134.869795811   129.319518049
87   11602.7447198   -0.00320175737293   130.290911537   134.869795811
88   11733.0356313   -0.00358163701645   129.969485695   130.290911537
89   11863.005117   0.00449639236387   136.804512103   129.969485695
90   11999.8096291   0.00259542530938   135.19605546   136.804512103
91   12135.0056846   -0.00269863094192   130.716619625   135.19605546
92   12265.7223042   0.00278356107121   135.35524192   130.716619625
93   12401.0775462   -0.00161273992033   131.635419677   135.35524192
94   12532.7129658   -0.00317561179567   130.313033976   131.635419677
95   12663.0259998   -0.00385484301845   129.738319138   130.313033976
96   12792.7643189   0.0046884965171   136.96705632   129.738319138
97   12929.7313753   0.00265004200146   135.242268035   136.96705632
98   13064.9736433   -0.002922924405   130.526839213   135.242268035
99   13195.5004825   0.00328246085614   135.777373736   130.526839213
100   13331.2778562   -0.000187628025438   132.841243149   135.777373736
