0.0 0.0 0.796526544306 0.203473455694 0.126865458792
0.0 5.0 0.877367612764 0.122632387236 0.100740637313
0.0 10.0 0.443419048472 0.556580951528 0.166156600699
0.0 15.0 0.443383669161 0.556616330839 0.164516637021
0.0 20.0 0.420645034801 0.579354965199 0.171247016035
0.0 25.0 0.421248470012 0.578751529988 0.168514634206
0.0 30.0 0.435291164659 0.564708835341 0.171379201116
0.0 35.0 0.423496432212 0.576503567788 0.182095446507
0.0 40.0 0.425569982619 0.574430017381 0.184580665522
0.0 45.0 0.44236075626 0.55763924374 0.185542015465
0.0 50.0 0.478339818418 0.521660181582 0.177534769282

5.0 0.0 0.731670237026 0.268329762974 0.148320462006
5.0 5.0 0.845861084681 0.154138915319 0.10080165843
5.0 10.0 0.508868302221 0.491131697779 0.15734903255
5.0 15.0 0.398946906538 0.601053093462 0.171778109432
5.0 20.0 0.404593724473 0.595406275527 0.171506025181
5.0 25.0 0.405124753618 0.594875246382 0.171811859868
5.0 30.0 0.427015789734 0.572984210266 0.171240837529
5.0 35.0 0.416510982075 0.583489017925 0.181775413787
5.0 40.0 0.420710659898 0.579289340102 0.18431610628
5.0 45.0 0.449701423978 0.550298576022 0.182298879032
5.0 50.0 0.47024695795 0.52975304205 0.178530221317

10.0 0.0 0.651451672179 0.348548327821 0.175411544319
10.0 5.0 0.768304483389 0.231695516611 0.106152061906
10.0 10.0 0.604399389794 0.395600610206 0.143508996065
10.0 15.0 0.348998132111 0.651001867889 0.180051993192
10.0 20.0 0.380615756674 0.619384243326 0.173879983473
10.0 25.0 0.383815466062 0.616184533938 0.174407062782
10.0 30.0 0.416727734623 0.583272265377 0.171332390071
10.0 35.0 0.412082957619 0.587917042381 0.180386835373
10.0 40.0 0.412636033857 0.587363966143 0.185073250152
10.0 45.0 0.429349854445 0.570650145555 0.18541194963
10.0 50.0 0.439349854445 0.570650145555 0.18541194963

15.0 0.0 0.557581041452 0.442418958548 0.208027415066
15.0 5.0 0.685487586383 0.314512413617 0.114330325041
15.0 10.0 0.726266406621 0.273733593379 0.124907998385
15.0 15.0 0.328698113993 0.671301886007 0.182651650236
15.0 20.0 0.357947885673 0.642052114327 0.177261087901
15.0 25.0 0.36930310507 0.63069689493 0.174914276489
15.0 30.0 0.389449037129 0.610550962871 0.175166914314
15.0 35.0 0.401705213642 0.598294786358 0.179821247979
15.0 40.0 0.402974680396 0.597025319604 0.185609369662
15.0 45.0 0.420239357673 0.579760642327 0.188189006445
15.0 50.0 0.466574881444 0.533425118556 0.177489587505

20.0 0.0 0.475688393168 0.524311606832 0.257522781757
20.0 5.0 0.699542990754 0.300457009246 0.114292567251
20.0 10.0 0.805148471376 0.194851528624 0.111642018064
20.0 15.0 0.340617020386 0.659382979614 0.180401753145
20.0 20.0 0.32924663172 0.67075336828 0.181261906398
20.0 25.0 0.326508523496 0.673491476504 0.181988190253
20.0 30.0 0.365636921932 0.634363078068 0.177453085319
20.0 35.0 0.387148244851 0.612851755149 0.18050738595
20.0 40.0 0.398093553459 0.601906446541 0.185212453811
20.0 45.0 0.413306049112 0.586693950888 0.187389056498
20.0 50.0 0.455636216979 0.544363783021 0.180053388769

25.0 0.0 0.44717015803 0.55282984197 0.289398407705
25.0 5.0 0.712838647806 0.287161352194 0.125187051921
25.0 10.0 0.803330776816 0.196669223184 0.107772043911
25.0 15.0 0.384907287624 0.615092712376 0.173425637173
25.0 20.0 0.290318566451 0.709681433549 0.186218264393
25.0 25.0 0.303427864652 0.696572135348 0.186456498159
25.0 30.0 0.345735938641 0.654264061359 0.180325258934
25.0 35.0 0.374427282604 0.625572717396 0.180476698954
25.0 40.0 0.391208791209 0.608791208791 0.184787791392
25.0 45.0 0.406586066395 0.593413933605 0.186166861464
25.0 50.0 0.416586066395 0.593413933605 0.186166861464

30.0 0.0 0.406204975507 0.593795024493 0.318190908104
30.0 5.0 0.675873376214 0.324126623786 0.141027371374
30.0 10.0 0.742656010162 0.257343989838 0.110933667124
30.0 15.0 0.466040560773 0.533959439227 0.161254149018
30.0 20.0 0.280736705155 0.719263294845 0.18820483668
30.0 25.0 0.276643501532 0.723356498468 0.19151373733
30.0 30.0 0.323394701392 0.676605298608 0.183340938764
30.0 35.0 0.361980622322 0.638019377678 0.182326870657
30.0 40.0 0.384507856936 0.615492143064 0.184573376639
30.0 45.0 0.396996440587 0.603003559413 0.187388787942
30.0 50.0 0.445402586985 0.554597413015 0.18165142278

35.0 0.0 0.392625368732 0.607374631268 0.334252116015
35.0 5.0 0.598826863508 0.401173136492 0.163199956438
35.0 10.0 0.699781545823 0.300218454177 0.113121990471
35.0 15.0 0.555566214207 0.444433785793 0.146963576799
35.0 20.0 0.271542884716 0.728457115284 0.190097631832
35.0 25.0 0.260319742852 0.739680257148 0.192553823308
35.0 30.0 0.299561403509 0.700438596491 0.186991393557
35.0 35.0 0.350673222738 0.649326777262 0.18254291154
35.0 40.0 0.378290883123 0.621709116877 0.184522547179
35.0 45.0 0.392595467999 0.607404532001 0.188384538827
35.0 50.0 0.432888888889 0.567111111111 0.181731620179

40.0 0.0 0.377752854812 0.622247145188 0.362412818187
40.0 5.0 0.518040841394 0.481959158606 0.209700246832
40.0 10.0 0.697880065589 0.302119934411 0.122557775735
40.0 15.0 0.628162816282 0.371837183718 0.133842540959
40.0 20.0 0.289301265617 0.710698734383 0.186366290053
40.0 25.0 0.250521572227 0.749478427773 0.193677112104
40.0 30.0 0.279391364661 0.720608635339 0.190613330086
40.0 35.0 0.334650497343 0.665349502657 0.184400280321
40.0 40.0 0.36405075188 0.63594924812 0.185541083748
40.0 45.0 0.382720633742 0.617279366258 0.187864925815
40.0 50.0 0.392720633742 0.617279366258 0.187864925815

45.0 0.0 0.352966558792 0.647033441208 0.408267275313
45.0 5.0 0.457712698813 0.542287301187 0.248180177727
45.0 10.0 0.609565051264 0.390434948736 0.156852874604
45.0 15.0 0.685139061851 0.314860938149 0.121120237081
45.0 20.0 0.338166078332 0.661833921668 0.178487220148
45.0 25.0 0.248344507054 0.751655492946 0.193663407229
45.0 30.0 0.253668495598 0.746331504402 0.194393319539
45.0 35.0 0.303410653302 0.696589346698 0.189308637855
45.0 40.0 0.343573235226 0.656426764774 0.187942903766
45.0 45.0 0.369163078961 0.630836921039 0.188724729737
45.0 50.0 0.409152608105 0.590847391895 0.1851379256

50.0 0.0 0.31422675685 0.68577324315 0.454583437855
50.0 5.0 0.40325 0.59675 0.254403270641
50.0 10.0 0.545701708959 0.454298291041 0.179104267607
50.0 15.0 0.72412505335 0.27587494665 0.111640069849
50.0 20.0 0.408420215586 0.591579784414 0.166666623271
50.0 25.0 0.261821474135 0.738178525865 0.190887319109
50.0 30.0 0.237210282343 0.762789717657 0.197485649809
50.0 35.0 0.276146069374 0.723853930626 0.193217533999
50.0 40.0 0.332510513805 0.667489486195 0.188569498703
50.0 45.0 0.372104018913 0.627895981087 0.186848525583
50.0 50.0 0.398222393972 0.601777606028 0.187119696701
