0.0 0.0 0.0341449148205
0.0 5.0 0.0967399007796
0.0 10.0 0.0162762617725
0.0 15.0 0.0237062937063
0.0 20.0 0.0477053982424
0.0 25.0 0.064156626506
0.0 30.0 0.0509510869565
0.0 35.0 0.0509084367692
0.0 40.0 0.0377668308703
0.0 45.0 0.0388257575758
0.0 50.0 0.0323176361958
5.0 0.0 0.0486551189973
5.0 5.0 0.104890738814
5.0 10.0 0.0233660347342
5.0 15.0 0.0186435786436
5.0 20.0 0.0407788825758
5.0 25.0 0.060392228739
5.0 30.0 0.0510024326818
5.0 35.0 0.0406798947443
5.0 40.0 0.0366212242716
5.0 45.0 0.0382352941176
5.0 50.0 0.0318171506352
10.0 0.0 0.0587755102041
10.0 5.0 0.0556886910875
10.0 10.0 0.039689567165
10.0 15.0 0.014963880289
10.0 20.0 0.0308592710827
10.0 25.0 0.0567106078032
10.0 30.0 0.0566844919786
10.0 35.0 0.050766698432
10.0 40.0 0.0393274853801
10.0 45.0 0.039751552795
15.0 0.0 0.0490196078431
15.0 5.0 0.0780236329935
15.0 10.0 0.0733752620545
15.0 15.0 0.0148501462887
15.0 20.0 0.023090019153
15.0 25.0 0.044481981982
15.0 30.0 0.0565031982942
15.0 35.0 0.0490371871833
15.0 40.0 0.0392857142857
15.0 45.0 0.035600277585
15.0 50.0 0.0328612926652
20.0 0.0 0.0396109637489
20.0 5.0 0.0985832349469
20.0 10.0 0.0905141843972
20.0 15.0 0.0132158590308
20.0 20.0 0.0198306595365
20.0 25.0 0.031598146505
20.0 30.0 0.0587912087912
20.0 35.0 0.04975
20.0 40.0 0.0425720620843
20.0 45.0 0.0402990948446
20.0 50.0 0.031473031473
25.0 0.0 0.027931927488
25.0 5.0 0.100635075721
25.0 10.0 0.0925736671776
25.0 15.0 0.0180462594256
25.0 20.0 0.0152915396341
25.0 25.0 0.0292894761157
25.0 30.0 0.0481060606061
25.0 35.0 0.0481746031746
25.0 40.0 0.0427948957361
25.0 45.0 0.0362459546926
30.0 0.0 0.0300258034248
30.0 5.0 0.0629598189021
30.0 10.0 0.0858585858586
30.0 15.0 0.0239781298376
30.0 20.0 0.0163617221068
30.0 25.0 0.02480728227
30.0 30.0 0.0377925165812
30.0 35.0 0.0461416699644
30.0 40.0 0.0506436314363
30.0 45.0 0.0352846832398
30.0 50.0 0.0377845735644
35.0 0.0 0.0366161616162
35.0 5.0 0.0548362528561
35.0 10.0 0.0771475701053
35.0 15.0 0.0437819243198
35.0 20.0 0.0148557304278
35.0 25.0 0.0205099571934
35.0 30.0 0.0367454068241
35.0 35.0 0.0416752630493
35.0 40.0 0.0473236300008
35.0 45.0 0.0385605855245
35.0 50.0 0.0374479889043
40.0 0.0 0.0561797752809
40.0 5.0 0.0478163493841
40.0 10.0 0.117855652899
40.0 15.0 0.0864265927978
40.0 20.0 0.0169049239846
40.0 25.0 0.0187780269058
40.0 30.0 0.0309744268078
40.0 35.0 0.0385837782863
40.0 40.0 0.0443972968725
40.0 45.0 0.0441935483871
45.0 0.0 0.0542635658915
45.0 5.0 0.0492135971588
45.0 10.0 0.115760869565
45.0 15.0 0.0998744325316
45.0 20.0 0.0211744591307
45.0 25.0 0.0204275690209
45.0 30.0 0.0296781756181
45.0 35.0 0.0371744791667
45.0 40.0 0.0471958584987
45.0 45.0 0.0398002421308
45.0 50.0 0.041283390978
50.0 0.0 0.0794871794872
50.0 5.0 0.064465408805
50.0 10.0 0.100580270793
50.0 15.0 0.102360092973
50.0 20.0 0.0307206068268
50.0 25.0 0.0192511650329
50.0 30.0 0.0272727272727
50.0 35.0 0.0325814536341
50.0 40.0 0.0425265330189
50.0 45.0 0.0412592592593
50.0 50.0 0.0380691543992
