3 0.631188118812 6
6 0.605392156863 9
8 0.751336898396 11
11 0.712435233161 8
12 0.738666666667 45
12 0.778378378378 48
12 0.780487804878 49
12 0.803278688525 33
12 0.816438356164 10
12 0.857938718663 41
13 0.73474801061 37
13 0.763440860215 40
13 0.808219178082 44
13 0.813698630137 46
13 0.829201101928 42
13 0.851123595506 47
14 0.801089918256 36
14 0.801089918256 38
14 0.809392265193 43
14 0.822222222222 31
15 0.760752688172 26
15 0.877492877493 29
16 0.759459459459 34
16 0.823691460055 1
16 0.838440111421 4
16 0.843137254902 32
16 0.858757062147 7
17 0.82044198895 39
17 0.848314606742 35
17 0.877492877493 3
18 0.840336134454 5
18 0.841225626741 2
19 0.891737891738 27
21 0.868571428571 30
21 0.961651917404 28
23 0.921052631579 0
23 0.929618768328 20
23 0.964391691395 25
25 0.901449275362 22
25 0.958579881657 21
25 0.958579881657 23
27 0.938235294118 18
27 0.961424332344 19
29 0.964285714286 16
29 0.967551622419 13
29 0.970238095238 24
30 0.961424332344 15
30 0.979166666667 17
33 0.988095238095 14
42 0.91091954023 12
