3 0.79781420765 6
6 0.778082191781 9
8 0.328571428571 11
11 0.325 8
12 0.118446601942 49
12 0.152542372881 48
12 0.212723658052 45
12 0.239215686275 41
12 0.268924302789 10
12 0.282744282744 33
13 0.195473251029 42
13 0.204887218045 44
13 0.211764705882 40
13 0.231557377049 46
13 0.246963562753 37
13 0.274261603376 47
14 0.219917012448 43
14 0.288306451613 31
14 0.356828193833 36
14 0.356828193833 38
15 0.171134020619 29
15 0.269709543568 26
16 0.194726166329 4
16 0.251091703057 34
16 0.335038363171 32
16 0.354077253219 1
16 0.50843373494 7
17 0.06875 39
17 0.23185483871 3
17 0.238396624473 35
18 0.194388777555 5
18 0.2340862423 2
19 0.140756302521 27
21 0.154013015184 28
21 0.262068965517 30
23 0.063025210084 20
23 0.148471615721 25
23 0.221967963387 0
25 0.047227926078 21
25 0.0548780487805 23
25 0.058568329718 22
27 0.0728929384966 18
27 0.138 19
29 0.140167364017 16
29 0.164271047228 24
29 0.492063492063 13
30 0.272340425532 17
30 0.274058577406 15
33 0.439293598234 14
42 0.959183673469 12
