(0, 12)
(0, 13)
(0, 14)
(0, 15)
(0, 16)
(0, 17)
(0, 18)
(0, 19)
(0, 20)
(0, 21)
(0, 22)
(0, 24)
(0, 25)
(0, 26)
(0, 28)
(0, 29)
(0, 32)
(0, 34)
(0, 36)
(0, 37)
(0, 39)
(0, 41)
(0, 49)
(1, 48)
(1, 34)
(1, 41)
(1, 12)
(1, 14)
(1, 15)
(1, 16)
(1, 17)
(1, 18)
(1, 19)
(1, 21)
(1, 23)
(1, 26)
(1, 27)
(1, 29)
(1, 31)
(2, 32)
(2, 33)
(2, 37)
(2, 38)
(2, 39)
(2, 42)
(2, 12)
(2, 13)
(2, 14)
(2, 15)
(2, 16)
(2, 17)
(2, 18)
(2, 20)
(2, 21)
(2, 22)
(2, 23)
(2, 28)
(3, 35)
(3, 38)
(3, 49)
(3, 40)
(3, 42)
(3, 43)
(3, 12)
(3, 13)
(3, 14)
(3, 15)
(3, 17)
(3, 20)
(3, 21)
(3, 22)
(3, 25)
(3, 27)
(3, 31)
(4, 48)
(4, 35)
(4, 38)
(4, 41)
(4, 42)
(4, 43)
(4, 12)
(4, 13)
(4, 14)
(4, 45)
(4, 16)
(4, 17)
(4, 18)
(4, 21)
(4, 25)
(4, 28)
(5, 33)
(5, 36)
(5, 44)
(5, 12)
(5, 13)
(5, 14)
(5, 15)
(5, 16)
(5, 49)
(5, 18)
(5, 19)
(5, 20)
(5, 22)
(5, 24)
(5, 26)
(5, 28)
(5, 29)
(5, 30)
(6, 12)
(6, 13)
(6, 29)
(7, 33)
(7, 45)
(7, 48)
(7, 39)
(7, 40)
(7, 12)
(7, 13)
(7, 46)
(7, 15)
(7, 16)
(7, 17)
(7, 18)
(7, 19)
(7, 20)
(7, 24)
(7, 27)
(8, 33)
(8, 37)
(8, 39)
(8, 12)
(8, 13)
(8, 14)
(8, 15)
(8, 16)
(8, 21)
(8, 25)
(8, 27)
(9, 32)
(9, 12)
(9, 13)
(9, 14)
(9, 15)
(9, 22)
(10, 32)
(10, 33)
(10, 48)
(10, 42)
(10, 12)
(10, 13)
(10, 14)
(10, 16)
(10, 17)
(10, 23)
(10, 25)
(10, 26)
(11, 12)
(11, 13)
(11, 14)
(11, 15)
(11, 49)
(11, 19)
(11, 46)
(11, 23)
(12, 13)
(12, 14)
(12, 15)
(12, 16)
(12, 17)
(12, 18)
(12, 19)
(12, 20)
(12, 21)
(12, 22)
(12, 23)
(12, 24)
(12, 26)
(12, 27)
(12, 28)
(12, 29)
(12, 30)
(12, 31)
(12, 34)
(12, 35)
(12, 37)
(12, 38)
(12, 39)
(12, 40)
(12, 41)
(12, 43)
(12, 44)
(12, 47)
(12, 48)
(12, 49)
(13, 14)
(13, 15)
(13, 16)
(13, 17)
(13, 18)
(13, 19)
(13, 20)
(13, 21)
(13, 23)
(13, 25)
(13, 26)
(13, 33)
(13, 35)
(13, 45)
(13, 46)
(13, 47)
(13, 48)
(14, 15)
(14, 16)
(14, 17)
(14, 18)
(14, 19)
(14, 20)
(14, 22)
(14, 23)
(14, 24)
(14, 26)
(14, 28)
(14, 30)
(14, 31)
(14, 32)
(14, 33)
(14, 35)
(14, 36)
(14, 40)
(14, 41)
(14, 44)
(14, 47)
(15, 16)
(15, 17)
(15, 18)
(15, 19)
(15, 20)
(15, 21)
(15, 22)
(15, 23)
(15, 24)
(15, 25)
(15, 26)
(15, 27)
(15, 28)
(15, 29)
(15, 30)
(15, 33)
(15, 38)
(15, 45)
(16, 17)
(16, 18)
(16, 19)
(16, 20)
(16, 22)
(16, 23)
(16, 24)
(16, 25)
(16, 28)
(16, 29)
(16, 30)
(16, 32)
(16, 34)
(16, 41)
(16, 44)
(16, 45)
(16, 48)
(17, 18)
(17, 19)
(17, 21)
(17, 22)
(17, 23)
(17, 24)
(17, 27)
(17, 28)
(17, 30)
(17, 31)
(17, 34)
(17, 35)
(17, 38)
(17, 39)
(17, 43)
(17, 44)
(17, 45)
(17, 46)
(18, 19)
(18, 20)
(18, 22)
(18, 24)
(18, 25)
(18, 26)
(18, 27)
(18, 30)
(18, 31)
(18, 32)
(18, 35)
(18, 36)
(18, 37)
(18, 42)
(18, 48)
(19, 20)
(19, 21)
(19, 23)
(19, 24)
(19, 28)
(19, 32)
(19, 36)
(19, 37)
(19, 39)
(19, 41)
(19, 42)
(19, 44)
(19, 45)
(19, 46)
(19, 47)
(20, 21)
(20, 27)
(20, 29)
(20, 31)
(20, 32)
(20, 33)
(20, 35)
(20, 36)
(20, 40)
(20, 41)
(20, 49)
(21, 22)
(21, 24)
(21, 26)
(21, 27)
(21, 28)
(21, 29)
(21, 30)
(21, 31)
(21, 36)
(21, 40)
(21, 42)
(21, 43)
(21, 44)
(22, 23)
(22, 24)
(22, 25)
(22, 28)
(22, 29)
(22, 30)
(22, 34)
(22, 36)
(22, 38)
(22, 41)
(22, 43)
(22, 46)
(22, 47)
(23, 25)
(23, 26)
(23, 27)
(23, 29)
(23, 31)
(23, 34)
(23, 36)
(23, 37)
(23, 38)
(23, 40)
(23, 43)
(23, 44)
(23, 49)
(24, 25)
(24, 26)
(24, 27)
(24, 30)
(24, 31)
(24, 33)
(24, 34)
(24, 35)
(24, 36)
(24, 37)
(24, 38)
(24, 40)
(24, 42)
(24, 43)
(24, 44)
(24, 46)
(24, 49)
(25, 30)
(25, 31)
(25, 32)
(25, 36)
(25, 38)
(25, 40)
(25, 42)
(25, 43)
(25, 46)
(25, 47)
(25, 48)
(26, 39)
(26, 41)
(26, 37)
(27, 32)
(27, 34)
(27, 33)
(27, 44)
(27, 46)
(27, 29)
(27, 30)
(28, 32)
(28, 35)
(28, 38)
(28, 48)
(28, 40)
(28, 44)
(28, 42)
(28, 46)
(28, 34)
(29, 34)
(29, 35)
(29, 33)
(30, 34)
(30, 35)
(30, 36)
(30, 38)
(30, 39)
(30, 40)
(30, 41)
(30, 37)
(30, 31)
(31, 46)
(31, 45)
(32, 37)
(32, 39)
(32, 40)
(32, 47)
(34, 39)
(34, 44)
(34, 43)
(34, 45)
(35, 49)
(35, 39)
(35, 42)
(35, 43)
(35, 48)
(36, 49)
(36, 37)
(37, 41)
(38, 45)
(38, 47)
(39, 49)
(39, 43)
(39, 46)
(39, 45)
(39, 47)
(40, 42)
(42, 47)
(43, 45)
(43, 47)
(44, 48)
(46, 47)
(47, 49)
