0 0 
0.935419 0.621203 
-1.20097 1.09393 
0.61866 0.494916 
-1.31188 0.89713 
1.03398 0.464985 
-1.32175 0.68477 
1.26007 0.583276 
-1.23874 0.93396 
1.00527 0.486542 
-1.31089 0.759902 
1.23251 0.43136 
-1.32317 0.513247 
-0.113402 0.190731 
0.760535 0.606733 
-1.20297 1.12978 
0.499369 0.441209 
-1.36554 0.670664 
1.26714 0.507362 
-1.29241 0.743803 
1.25424 0.474385 
-1.30986 0.645704 
1.16426 0.779417 
-1.03588 1.26493 
-0.345784 -0.183928 
-0.263961 1.10665 
-1.31596 1.08949 
0.599481 0.479407 
-1.32562 0.850846 
1.09869 0.433326 
-1.3307 0.556728 
0.618135 0.764218 
-1.0339 1.36481 
-0.861807 -0.449811 
-0.480008 0.788461 
-0.136481 0.0031811 
1.18132 0.659137 
-1.17692 1.08348 
0.644914 0.505683 
-1.3001 0.929032 
0.985586 0.487204 
-1.30974 0.773789 
1.21787 0.420605 
-1.32539 0.479836 
-0.557021 -0.127135 
-0.245177 0.968661 
-1.41446 0.587744 
1.26696 0.578584 
-1.24123 0.92553 
1.02025 0.479896 
-1.31479 0.733251 
1.2538 0.465522 
-1.31311 0.619723 
1.04753 0.854706 
-0.938902 1.35773 
-1.06522 -0.429715 
-0.489149 0.918053 
-0.780446 -0.406014 
-0.453424 0.758985 
-0.122413 0.0157798 
1.17403 0.590968 
-1.24326 0.944004 
0.984694 0.494222 
-1.30581 0.792186 
1.19769 0.414286 
-1.32717 0.462197 
-0.743444 -0.200371 
-0.343476 0.841494 
-1.0799 -0.389382 
-0.480927 0.931696 
-0.883686 -0.426817 
-0.471949 0.80346 
-0.26293 -0.0979431 
-0.830482 1.17595 
-0.551708 -0.315147 
-0.318374 0.795725 
-1.00326 -0.413325 
-0.474869 0.877302 
-0.646096 -0.351794 
-0.387835 0.752339 
-0.45232 -0.233778 
-0.226608 0.941557 
-1.41565 0.542393 
1.20852 0.730667 
-1.09109 1.2003 
0.102336 0.172509 
-0.131242 0.0325635 
1.16764 0.581031 
-1.25188 0.922166 
1.02273 0.477533 
-1.31599 0.725462 
1.25814 0.479366 
-1.3074 0.661411 
1.2082 0.721556 
-1.10227 1.18705 
0.182033 0.234629 
-0.755797 -0.365356 
-0.429016 0.762981 
-0.279996 -0.109509 
-0.663285 1.20587 
-1.26463 -0.242396 
-0.592641 1.07496 
-1.03957 -0.419232 
-0.481394 0.901091 
-0.734405 -0.390234 
-0.437057 0.748317 
-0.155129 -0.0102821 
1.0795 0.805028 
-1.00505 1.30578 
-0.643679 -0.372933 
-0.399545 0.741017 
-0.325594 -0.143231 
-0.37127 1.16567 
-1.36881 0.938105 
0.909322 0.503717 
-1.29592 0.85916 
1.10707 0.433961 
-1.33025 0.553932 
0.57832 0.740652 
-1.07026 1.33934 
-0.653632 -0.380672 
-0.407975 0.737613 
-0.259617 -0.0927602 
-0.885884 1.15422 
-0.21727 -0.0784735 
-1.24363 0.572143 
-0.241924 0.0849686 
1.07534 0.810624 
-0.997733 1.3122 
-0.69677 -0.397409 
-0.431483 0.736518 
-0.122175 0.0168729 
1.17273 0.589019 
-1.24499 0.939749 
0.992316 0.491058 
-1.30794 0.779501 
1.21221 0.418201 
-1.32595 0.472676 
-0.63887 -0.165896 
-0.286061 0.886471 
-1.34538 -0.0314447 
-0.83585 1.09938 
-0.110967 0.00960316 
1.16628 0.583646 
-1.24978 0.928411 
1.01201 0.482407 
-1.31327 0.744972 
1.24543 0.447797 
-1.31903 0.564937 
0.576849 0.739548 
-1.07193 1.338 
-0.643196 -0.375573 
-0.400943 0.739642 
-0.310239 -0.131636 
-0.44624 1.18716 
-1.41248 0.715446 
1.19317 0.394638 
-1.32709 0.403489 
-1.16144 0.0126148 
-0.488077 1.07468 
-1.3322 -0.093266 
-0.762012 1.10875 
-0.475982 -0.26475 
-0.247384 0.888172 
-1.39272 0.168193 
-1.20907 0.639405 
0.613184 0.759361 
-1.04068 1.35993 
-0.823211 -0.442287 
-0.47457 0.769906 
-0.0657251 0.06155 
0.968176 0.609665 
-1.21574 1.05798 
0.72634 0.523405 
-1.27881 0.96975 
0.918936 0.511383 
-1.2914 0.872275 
1.08891 0.442421 
-1.32892 0.588402 
0.922403 0.870511 
-0.906261 1.39755 
-1.26944 -0.255182 
-0.600547 1.07589 
-1.01343 -0.426501 
-0.480179 0.882812 
-0.647252 -0.352585 
-0.388775 0.751903 
-0.444761 -0.228684 
-0.223095 0.954174 
-1.41137 0.619693 
1.27083 0.501652 
-1.29493 0.729659 
1.26061 0.50318 
-1.29575 0.729636 
1.26052 0.501906 
-1.29644 0.726066 
1.26151 0.510049 
-1.29181 0.748906 
1.25095 0.465241 
-1.31352 0.618034 
1.03892 0.857479 
-0.934726 1.36173 
-1.0911 -0.418752 
-0.492213 0.937122 
-0.857351 -0.423895 
-0.469239 0.789988 
-0.204022 -0.0511205 
-0.955909 -0.211419 
-0.402342 0.892592 
-1.049 -0.405447 
-0.478817 0.908754 
-0.784924 -0.406866 
-0.454478 0.760509 
-0.124881 0.0137142 
1.1782 0.598641 
-1.23635 0.960715 
0.953616 0.505977 
-1.297 0.839824 
1.13623 0.422929 
-1.33058 0.507124 
-0.0820093 0.217211 
0.54519 0.528187 
-1.302 0.951663 
0.941554 0.502465 
-1.29852 0.838224 
1.13766 0.422252 
-1.33058 0.504485 
-0.121694 0.183915 
0.810227 0.613479 
-1.19765 1.12809 
0.503773 0.443847 
-1.36364 0.683505 
1.26353 0.481584 
-1.30575 0.66982 
1.225 0.690558 
-1.13591 1.13959 
0.42356 0.402115 
-1.38287 0.432561 
-0.13619 0.172686 
0.889052 0.614343 
-1.20282 1.10107 
0.596237 0.486221 
-1.32173 0.867561 
1.07544 0.444387 
-1.32873 0.601918 
1.02162 0.862683 
-0.926611 1.36942 
-1.13894 -0.391511 
-0.502436 0.973538 
-0.975399 -0.427717 
-0.477181 0.857872 
-0.531264 -0.288369 
-0.29065 0.828358 
-1.20884 -0.286175 
-0.528676 1.03434 
-1.11471 -0.382325 
-0.489949 0.95699 
-0.956794 -0.428784 
-0.476352 0.84605 
-0.471955 -0.250544 
-0.23982 0.906379 
-1.40949 0.299788 
-0.942348 -0.196367 
-0.394628 0.891647 
-1.0746 -0.394883 
-0.481149 0.927472 
-0.863185 -0.424259 
-0.469762 0.792938 
-0.217287 -0.0617585 
-1.23868 0.218677 
-0.779372 1.13079 
-0.5203 -0.293917 
-0.287366 0.829356 
-1.22064 -0.271884 
-0.53862 1.04412 
-1.11573 -0.382331 
-0.490334 0.957714 
-0.958281 -0.4287 
-0.476412 0.846983 
-0.476699 -0.253677 
-0.243336 0.899177 
-1.40378 0.244996 
-1.1951 0.10802 
-0.575063 1.1178 
-1.24165 -0.268008 
-0.562376 1.05808 
-1.08423 -0.400437 
-0.485175 0.933723 
-0.873753 -0.425886 
-0.471044 0.798245 
-0.239313 -0.0793184 
-1.12171 0.93889 
0.993297 0.504345 
-1.30034 0.812414 
1.17399 0.41427 
-1.32885 0.467271 
-0.6618 -0.17498 
-0.29971 0.871101 
-1.29188 -0.161989 
-0.644936 1.09851 
-0.936093 -0.437352 
-0.478306 0.832447 
-0.387082 -0.191839 
-0.228235 1.05395 
-1.33772 1.01953 
0.767435 0.518262 
-1.28155 0.950258 
0.956427 0.500014 
-1.30088 0.823573 
1.15775 0.416588 
-1.32983 0.479489 
-0.492373 -0.0905404 
-0.253051 1.05919 
-1.3582 0.953748 
0.890269 0.509179 
-1.29125 0.882062 
1.07297 0.449671 
-1.32723 0.618317 
1.10852 0.826219 
-0.977812 1.32142 
-0.798659 -0.433047 
-0.468283 0.760274 
-0.04814 0.0763214 
0.879526 0.621761 
-1.19459 1.11801 
0.537881 0.461103 
-1.34851 0.76563 
1.19906 0.407056 
-1.32718 0.44011 
-0.953503 -0.195272 
-0.396801 0.897051 
-1.08642 -0.38952 
-0.482723 0.93626 
-0.896427 -0.428052 
-0.473057 0.810319 
-0.294491 -0.12249 
-0.536393 1.20223 
-1.4251 0.342476 
-0.269512 0.0662746 
0.28382 0.516257 
-1.38869 0.562141 
1.15547 0.792964 
-1.0192 1.28114 
-0.475427 -0.274818 
-0.251463 0.878172 
-1.37906 0.0972312 
-1.0847 0.927972 
1.00043 0.505534 
-1.30002 0.811138 
1.17598 0.414173 
-1.32872 0.466424 
-0.67375 -0.179415 
-0.306736 0.864362 
-1.26063 -0.217573 
-0.58613 1.07623 
-1.06848 -0.408607 
-0.483667 0.921969 
-0.825564 -0.417476 
-0.464016 0.775605 
-0.154316 -0.0107181 
1.08241 0.803038 
-1.00809 1.30288 
-0.620083 -0.360909 
-0.382288 0.74805 
-0.460143 -0.238813 
-0.230841 0.929072 
-1.41692 0.460059 
0.805912 0.850555 
-0.92051 1.40986 
-1.27717 -0.244455 
-0.612799 1.08123 
-0.988399 -0.431739 
-0.479497 0.865868 
-0.561668 -0.306614 
-0.318815 0.798751 
-1.01339 -0.411098 
-0.475287 0.884194 
-0.679486 -0.367461 
-0.409357 0.746343 
-0.299439 -0.123718 
-0.511883 1.19918 
-1.42866 0.453673 
0.911096 0.87258 
-0.902322 1.40158 
-1.28694 -0.227028 
-0.629999 1.088 
-0.949447 -0.436267 
-0.478561 0.840733 
-0.431015 -0.222907 
-0.218801 0.973831 
-1.40004 0.729711 
1.19102 0.396862 
-1.32741 0.410654 
-1.13142 -0.0429419 
-0.451592 1.04102 
-1.33443 -0.0832731 
-0.772872 1.1083 
-0.425353 -0.230797 
-0.217785 0.970602 
-1.4013 0.71946 
1.20163 0.397717 
-1.32666 0.411465 
-1.13242 -0.0414109 
-0.452498 1.04206 
-1.33477 -0.0825131 
-0.774203 1.10819 
-0.418868 -0.226315 
-0.216334 0.98213 
-1.39318 0.776843 
1.13881 0.407212 
-1.33156 0.459389 
-0.714165 -0.192566 
-0.329093 0.847892 
-1.15138 -0.344092 
-0.497372 0.987098 
-1.05084 -0.410239 
-0.480585 0.909596 
-0.780497 -0.405642 
-0.453254 0.759101 
-0.123976 0.0145062 
1.17675 0.595589 
-1.23911 0.954071 
0.966197 0.501453 
-1.30054 0.821353 
1.16118 0.41597 
-1.32964 0.476426 
-0.535761 -0.115577 
-0.241132 0.996533 
-1.40018 0.736944 
1.18209 0.396899 
-1.32811 0.41281 
-1.11734 -0.0644109 
-0.440325 1.02633 
-1.3272 -0.100153 
-0.745091 1.10956 
-0.555953 -0.31417 
-0.320197 0.794845 
-0.992316 -0.415513 
-0.474501 0.869954 
-0.60964 -0.333152 
-0.36029 0.766457 
-0.674673 -0.360287 
-0.4036 0.749234 
